"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HIST1H2BD",2.09266024622016e-45,0.563669644287256,0.143,0.024,5.50369644755901e-41,"5","HIST1H2BD"
"ERN1",1.27464706431735e-44,0.588029488349367,0.184,0.038,3.35232177915463e-40,"5","ERN1"
"OSM",1.23871838402779e-43,0.663443860390793,0.121,0.018,3.2578293499931e-39,"5","OSM"
"AHSA1",1.21754453436849e-42,0.895429722593772,0.468,0.202,3.20214212538913e-38,"5","AHSA1"
"CITED2",5.49387058978604e-42,1.48921415971776,0.461,0.21,1.44488796511373e-37,"5","CITED2"
"SERTAD1",7.59554598538888e-40,0.962314334191656,0.426,0.177,1.99762859415728e-35,"5","SERTAD1"
"JMJD6",7.3434607340391e-38,0.62731902491647,0.314,0.109,1.93133017305228e-33,"5","JMJD6"
"DUSP1",2.10760545738759e-37,1.39618773843476,0.84,0.744,5.54300235292936e-33,"5","DUSP1"
"GIMAP7",1.9492551425763e-36,0.87142128472227,0.39,0.162,5.12654102497567e-32,"5","GIMAP7"
"CCL5",2.46813857473954e-36,1.36442059683653,0.245,0.076,6.491204451565e-32,"5","CCL5"
"CDC42EP3",1.28603690584562e-35,0.819582441446092,0.316,0.119,3.38227706237398e-31,"5","CDC42EP3"
"CISH",7.87543379706722e-35,0.59713071768504,0.214,0.06,2.07123908862868e-30,"5","CISH"
"IGHG4",3.09057335211149e-34,0.574751242430889,0.554,0.267,8.12820791605322e-30,"5","IGHG4"
"CD40LG",3.10086857539467e-34,0.591318418157204,0.199,0.054,8.15528435328799e-30,"5","CD40LG"
"TCP1",4.11358833850542e-34,0.78972924565831,0.459,0.224,1.08187373302692e-29,"5","TCP1"
"ABHD3",6.08399651429531e-34,0.601650529705245,0.327,0.122,1.60009108325967e-29,"5","ABHD3"
"H2AFX",2.1737974364453e-33,0.873527708286339,0.271,0.094,5.71708725785113e-29,"5","H2AFX"
"DOK2",2.8540533405003e-32,0.820578967958163,0.597,0.344,7.5061602855158e-28,"5","DOK2"
"UPP1",2.99103167740857e-31,0.62584000633174,0.323,0.125,7.86641331158454e-27,"5","UPP1"
"GIMAP4",5.2717869158193e-31,0.690795123019728,0.333,0.133,1.38647995886048e-26,"5","GIMAP4"
